v /vout; tran (V) X,v /vout; tran (V) Y,v /net07; tran (V) X,v /net07; tran (V) Y,v /net08; tran (V) X,v /net08; tran (V) Y,v /net09; tran (V) X,v /net09; tran (V) Y,v /net06; tran (V) X,v /net06; tran (V) Y
8.862499999999997e-08,4.899024272043772,8.862499999999997e-08,4.375000000000139,8.862499999999997e-08,5,8.862499999999997e-08,5,8.862499999999997e-08,5
8.880020639819144e-08,4.843730767867733,8.880020639819144e-08,3.498968009042748,8.880020639819144e-08,5,8.880020639819144e-08,5,8.880020639819144e-08,5
8.896110772239079e-08,4.792951305511162,8.896110772239079e-08,2.694461388045974,8.896110772239079e-08,5,8.896110772239079e-08,5,8.896110772239079e-08,5
8.92829103707895e-08,4.69095323977534,8.92829103707895e-08,1.085448146052428,8.92829103707895e-08,5,8.92829103707895e-08,5,8.92829103707895e-08,5
8.949999999999997e-08,4.621907867341072,8.949999999999997e-08,7.549516567451064e-14,8.949999999999997e-08,5,8.949999999999997e-08,5,8.949999999999997e-08,5
8.968461049681661e-08,4.621651675920167,8.968461049681661e-08,0,8.968461049681661e-08,5,8.968461049681661e-08,5,8.968461049681661e-08,5
8.990460706754564e-08,4.621679773453846,8.990460706754564e-08,0,8.990460706754564e-08,5,8.990460706754564e-08,5,8.990460706754564e-08,5
9.011394148948718e-08,4.621650502089959,9.011394148948718e-08,0,9.011394148948718e-08,5,9.011394148948718e-08,5,9.011394148948718e-08,5
9.053261033337026e-08,4.62167476706235,9.053261033337026e-08,0,9.053261033337026e-08,5,9.053261033337026e-08,5,9.053261033337026e-08,5
9.136994802113642e-08,4.621652166822018,9.136994802113642e-08,0,9.136994802113642e-08,5,9.136994802113642e-08,5,9.136994802113642e-08,5
9.255997401056821e-08,4.621674274492553,9.255997401056821e-08,0,9.255997401056821e-08,5,9.255997401056821e-08,5,9.255997401056821e-08,5
9.374999999999999e-08,4.621652916942989,9.374999999999999e-08,0,9.374999999999999e-08,5,9.374999999999999e-08,5,9.374999999999999e-08,5
9.399999999999999e-08,4.700902372128563,9.399999999999999e-08,1.250000000000028,9.399999999999999e-08,5,9.399999999999999e-08,5,9.399999999999999e-08,5
9.4375e-08,4.819609875671419,9.4375e-08,3.125000000000036,9.4375e-08,5,9.4375e-08,5,9.4375e-08,5
9.474999999999998e-08,4.937736151742896,9.474999999999998e-08,4.999999999999912,9.474999999999998e-08,5,9.474999999999998e-08,5,9.474999999999998e-08,5
9.493749999999999e-08,4.938050564768598,9.493749999999999e-08,5,9.493749999999999e-08,5,9.493749999999999e-08,5,9.493749999999999e-08,5
9.520633217746968e-08,4.938033077747003,9.520633217746968e-08,5,9.520633217746968e-08,5,9.520633217746968e-08,5,9.520633217746968e-08,5
9.546471617818107e-08,4.938053663441758,9.546471617818107e-08,5,9.546471617818107e-08,5,9.546471617818107e-08,5,9.546471617818107e-08,5
9.598148417960386e-08,4.938036027326194,9.598148417960386e-08,5,9.598148417960386e-08,5,9.598148417960386e-08,5,9.598148417960386e-08,5
9.701502018244943e-08,4.938052028117239,9.701502018244943e-08,5,9.701502018244943e-08,5,9.701502018244943e-08,5,9.701502018244943e-08,5
9.850751009122471e-08,4.938036992839504,9.850751009122471e-08,5,9.850751009122471e-08,5,9.850751009122471e-08,5,9.850751009122471e-08,5
1e-07,4.938051467310032,1e-07,5,1e-07,5,1e-07,5,1e-07,5
