/Vin (Freq=1000) X,/Vin (Freq=1000) Y,/out0 (Freq=1000) X,/out0 (Freq=1000) Y,/out1 (Freq=1000) X,/out1 (Freq=1000) Y
36.59999999999994,0.5,36.59999999999994,0.1907349416809771,36.59999999999994,0.1883315915735491
37.99999999999994,0.5,37.99999999999994,0.1916122196835057,37.99999999999994,0.1891646438009952
39.39999999999994,0.5,39.39999999999994,0.1924887000821498,39.39999999999994,0.1899963000683254
40.79999999999994,0.5,40.79999999999994,0.1933643882201303,40.79999999999994,0.1908265600347443
42.19999999999994,0.5,42.19999999999994,0.1942392891842684,42.19999999999994,0.1916554231724385
43.59999999999994,0.5,43.59999999999994,0.1951134077960621,43.59999999999994,0.1924828887641127
44.99999999999994,0.5,44.99999999999994,0.195986748602948,44.99999999999994,0.1933089559078605
46.39999999999993,0.5,46.39999999999993,0.1968593158697936,46.39999999999993,0.1941336235168504
47.79999999999993,0.5,47.79999999999993,0.1977311135706779,47.79999999999993,0.1949568903215911
49.19999999999993,0.5,49.19999999999993,0.1986021453810181,49.19999999999993,0.1957787548721557
50.59999999999993,0.5,50.59999999999993,0.1994724146700539,50.59999999999993,0.1965992155407492
51.99999999999993,0.5,51.99999999999993,0.2003419244937956,51.99999999999993,0.1974182705246234
53.39999999999993,0.5,53.39999999999993,0.2012106775884436,53.39999999999993,0.1982359178493475
54.79999999999993,0.5,54.79999999999993,0.2020786763643579,54.79999999999993,0.1990521553724278
56.19999999999992,0.5,56.19999999999992,0.2029459229005918,56.19999999999992,0.1998669807872789
57.59999999999992,0.5,57.59999999999992,0.2038124189401037,57.59999999999992,0.2006803916275758
58.99999999999992,0.5,58.99999999999992,0.204678165885579,58.99999999999992,0.2014923852719216
60.39999999999992,0.5,60.39999999999992,0.2055431647960382,60.39999999999992,0.2023029589489174
61.79999999999992,0.5,61.79999999999992,0.2064074163841544,61.79999999999992,0.2031121097425612
63.19999999999992,0.5,63.19999999999992,0.2072709210143557,63.19999999999992,0.2039198345979961
64.59999999999992,0.5,64.59999999999992,0.2081336787017661,64.59999999999992,0.2047261303276272
65.99999999999993,0.5,65.99999999999993,0.208995689111943,65.99999999999993,0.2055309936175415
67.39999999999993,0.5,67.39999999999993,0.2098569515614625,67.39999999999993,0.206334421034296
68.79999999999994,0.5,68.79999999999994,0.2107174650193745,68.79999999999994,0.2071364090319902
70.19999999999995,0.5,70.19999999999995,0.211577228109486,70.19999999999995,0.2079369539596909
71.59999999999995,0.5,71.59999999999995,0.2124362391134908,71.59999999999995,0.2087360520691108
72.99999999999996,0.5,72.99999999999996,0.2132944959749306,72.99999999999996,0.2095336995225797
74.39999999999996,0.5,74.39999999999996,0.2141519963039614,74.39999999999996,0.2103298924012972
75.79999999999997,0.5,75.79999999999997,0.2150087373829088,75.79999999999997,0.211124626713813
77.19999999999997,0.5,77.19999999999997,0.2158647161725535,77.19999999999997,0.2119178984047163
78.59999999999998,0.5,78.59999999999998,0.2167199293191512,78.59999999999998,0.212709703363562
79.99999999999999,0.5,79.99999999999999,0.2175743731620937,79.99999999999999,0.2135000374339563
81.39999999999999,0.5,81.39999999999999,0.2184280437421962,81.39999999999999,0.214288896422789
82.8,0.5,82.8,0.2192809368105466,82.8,0.2150762761095966
84.2,0.5,84.2,0.220133047837865,84.2,0.2158621722560554
85.60000000000001,0.5,85.60000000000001,0.2209843720242934,85.60000000000001,0.2166465806154808
87.00000000000001,0.5,87.00000000000001,0.2218349043096018,87.00000000000001,0.2174294969424542
88.40000000000002,0.5,88.40000000000002,0.2226846393836763,88.40000000000002,0.2182109170023723
89.80000000000003,0.5,89.80000000000003,0.2235335716973179,89.80000000000003,0.2189908365810801
91.20000000000003,0.5,91.20000000000003,0.2243816954731978,91.20000000000003,0.2197692514943501
92.60000000000004,0.5,92.60000000000004,0.2252290047169789,92.60000000000004,0.2205461575973713
94.00000000000004,0.5,94.00000000000004,0.2260754932285058,94.00000000000004,0.221321550794086
95.40000000000005,0.5,95.40000000000005,0.2269211546130209,95.40000000000005,0.2220954270463849
96.80000000000005,0.5,96.80000000000005,0.2277659822923452,96.80000000000005,0.2228677823831535
98.20000000000006,0.5,98.20000000000006,0.2286099695159967,98.20000000000006,0.2236386129091044
99.60000000000007,0.5,99.60000000000007,0.2294531093721432,99.60000000000007,0.2244079148133791
101.0000000000001,0.5,101.0000000000001,0.2302953947984224,101.0000000000001,0.2251756843778989
102.4000000000001,0.5,102.4000000000001,0.2311368185925254,102.4000000000001,0.2259419179853965
103.8000000000001,0.5,103.8000000000001,0.2319773734225416,103.8000000000001,0.2267066121271876
105.2000000000001,0.5,105.2000000000001,0.2328170518370314,105.2000000000001,0.2274697634105103
106.6000000000001,0.5,106.6000000000001,0.233655846274786,106.6000000000001,0.228231368565566
108.0000000000001,0.5,108.0000000000001,0.2344937490742459,108.0000000000001,0.228991424452084
109.4000000000001,0.5,109.4000000000001,0.235330752482625,109.4000000000001,0.2297499280655223
110.8000000000001,0.5,110.8000000000001,0.2361668486645917,110.8000000000001,0.2305068765427087
112.2000000000001,0.5,112.2000000000001,0.2370020297106535,112.2000000000001,0.2312622671670683
113.6000000000001,0.5,113.6000000000001,0.2378362876450991,113.6000000000001,0.2320160973732739
115.0000000000001,0.5,115.0000000000001,0.2386696144335704,115.0000000000001,0.2327683647513348
116.4000000000001,0.5,116.4000000000001,0.2395020019902493,116.4000000000001,0.2335190670501042
117.8000000000001,0.5,117.8000000000001,0.2403334421846102,117.8000000000001,0.2342682021801454
119.2000000000001,0.5,119.2000000000001,0.2411639268478114,119.2000000000001,0.235015768215924
120.6000000000002,0.5,120.6000000000002,0.2419934477786516,120.6000000000002,0.2357617633972989
122.0000000000002,0.5,122.0000000000002,0.2428219967491455,122.0000000000002,0.2365061861302591
123.4000000000002,0.5,123.4000000000002,0.2436495655096981,123.4000000000002,0.2372490349868584
124.8000000000002,0.5,124.8000000000002,0.2444761457938808,124.8000000000002,0.2379903087043412
126.2000000000002,0.5,126.2000000000002,0.2453017293228146,126.2000000000002,0.2387300061833362
127.6000000000002,0.5,127.6000000000002,0.2461263078091697,127.6000000000002,0.2394681264851481
129.0000000000002,0.5,129.0000000000002,0.246949872960775,129.0000000000002,0.2402046688280428
130.4000000000002,0.5,130.4000000000002,0.247772416483835,130.4000000000002,0.2409396325824862
131.8000000000002,0.5,131.8000000000002,0.2485939300857993,131.8000000000002,0.2416730172652617
133.2000000000002,0.5,133.2000000000002,0.2494144054778161,133.2000000000002,0.2424048225324406
134.6000000000002,0.5,134.6000000000002,0.2502340134300013,134.6000000000002,0.2431350490921087
136.0000000000002,0.5,136.0000000000002,0.2510530530869217,136.0000000000002,0.2438636986031473
137.4000000000002,0.5,137.4000000000002,0.2518714190671703,137.4000000000002,0.2445907708492224
138.8000000000002,0.5,138.8000000000002,0.2526890245107674,138.8000000000002,0.2453162657536564
140.2000000000002,0.5,140.2000000000002,0.2535058039047396,140.2000000000002,0.2460401833970345
141.6000000000002,0.5,141.6000000000002,0.2543217062451313,141.6000000000002,0.2467625239784741
143.0000000000002,0.5,143.0000000000002,0.2551366906718467,143.0000000000002,0.2474832877835023
144.4000000000002,0.5,144.4000000000002,0.2559507235862805,144.4000000000002,0.2482024751550656
145.8000000000002,0.5,145.8000000000002,0.2567637766973454,145.8000000000002,0.2489200864657042
147.2000000000002,0.5,147.2000000000002,0.2575758256656825,147.2000000000002,0.2496361220896772
148.6000000000003,0.5,148.6000000000003,0.2583868491430968,148.6000000000003,0.2503505823742613
150,0.5,150,0.2591968280790995,150,0.2510634676096305
