/Cout X,/Cout Y,/Bout X,/Bout Y,/Aout X,/Aout Y
0.4840000000000004,1.484597728379471,0.4840000000000004,1.39370868793931,0.4840000000000004,0.6796277512919454
0.4880000000000004,1.484850127909142,0.4880000000000004,1.413394785678019,0.4880000000000004,0.7029467514822104
0.4920000000000004,1.485039186064159,0.4920000000000004,1.428848193327087,0.4920000000000004,0.7265050634985815
0.4960000000000004,1.485181122249162,0.4960000000000004,1.440954652420409,0.4960000000000004,0.7502668085528847
0.5000000000000003,1.485286732487175,0.5000000000000003,1.450315537542978,0.5000000000000003,0.7741947307643539
0.5040000000000003,1.485363981399142,0.5040000000000003,1.457397685869435,0.5040000000000003,0.7982502304617379
0.5080000000000003,1.485419360566414,0.5080000000000003,1.462621591424617,0.5080000000000003,0.8223934661753343
0.5120000000000003,1.485458534985625,0.5120000000000003,1.466403011703258,0.5120000000000003,0.8465835637773641
0.5160000000000003,1.485486394933902,0.5160000000000003,1.469141141729167,0.5160000000000003,0.8707789405634313
0.5200000000000004,1.485506786844586,0.5200000000000004,1.471173434961561,0.5200000000000004,0.8949376516092823
0.5240000000000004,1.485522387840115,0.5240000000000004,1.472745446011559,0.5240000000000004,0.919017757550208
0.5280000000000004,1.485534889980771,0.5280000000000004,1.474016582217517,0.5280000000000004,0.9429777646591012
0.5320000000000004,1.485545313007343,0.5320000000000004,1.475084443685052,0.5320000000000004,0.9667769936985678
0.5360000000000004,1.485554269309074,0.5360000000000004,1.476008177514691,0.5360000000000004,0.9903758063438415
0.5400000000000004,1.485562136184029,0.5400000000000004,1.476824402493862,0.5400000000000004,1.013735555977467
0.5440000000000004,1.48556915563538,0.5440000000000004,1.477556657084061,0.5440000000000004,1.036818056019759
0.5480000000000004,1.485575489786889,0.5480000000000004,1.478220715335356,0.5480000000000004,1.059584230620073
0.5520000000000004,1.485581251414754,0.5520000000000004,1.478827535887211,0.5520000000000004,1.081991388776978
0.5560000000000004,1.485586520764197,0.5560000000000004,1.479384887776169,0.5560000000000004,1.103988216505633
0.5600000000000004,1.485591354597671,0.5600000000000004,1.479898217389757,0.5600000000000004,1.125506242040508
0.5640000000000004,1.48559579070545,0.5640000000000004,1.48037106679521,0.5640000000000004,1.146446986253165
0.5680000000000004,1.485599850297395,0.5680000000000004,1.480805284417176,0.5680000000000004,1.166667701043647
0.5720000000000004,1.485603541481244,0.5720000000000004,1.481201364475687,0.5720000000000004,1.185978628696641
0.5760000000000004,1.485606868116366,0.5760000000000004,1.481559378330211,0.5760000000000004,1.204177514898416
0.5800000000000004,1.485609849864446,0.5800000000000004,1.481881135250454,0.5800000000000004,1.221163169162956
0.5840000000000004,1.485612503211478,0.5840000000000004,1.48216814743409,0.5840000000000004,1.236839662083621
0.5880000000000004,1.485614858863218,0.5880000000000004,1.482423511324078,0.5880000000000004,1.251221420057543
0.5920000000000004,1.485616954937717,0.5920000000000004,1.482651178073404,0.5920000000000004,1.264401910683892
0.5960000000000004,1.485618828237491,0.5960000000000004,1.482855003794667,0.5960000000000004,1.276500370128929
0.6,1.485620511076593,0.6,1.483038395156225,0.6,1.287636081503884
