/Vin X,/Vin Y,/out0 X,/out0 Y
89.80000000000003,0.75,89.80000000000003,1.400688221899218
91.20000000000003,0.75,91.20000000000003,1.400422015567248
92.60000000000004,0.75,92.60000000000004,1.400155851776791
94.00000000000004,0.75,94.00000000000004,1.399889732950322
95.40000000000005,0.75,95.40000000000005,1.399623661286901
96.80000000000005,0.75,96.80000000000005,1.399357638749558
98.20000000000006,0.75,98.20000000000006,1.399091667051289
99.60000000000007,0.75,99.60000000000007,1.398825747639166
101.0000000000001,0.75,101.0000000000001,1.398559881676454
102.4000000000001,0.75,102.4000000000001,1.398294070022775
103.8000000000001,0.75,103.8000000000001,1.398028313212104
105.2000000000001,0.75,105.2000000000001,1.397762611428535
106.6000000000001,0.75,106.6000000000001,1.397496964479629
108.0000000000001,0.75,108.0000000000001,1.397231371767228
109.4000000000001,0.75,109.4000000000001,1.396965832255492
110.8000000000001,0.75,110.8000000000001,1.396700344435897
112.2000000000001,0.75,112.2000000000001,1.396434906289016
113.6000000000001,0.75,113.6000000000001,1.396169515242653
115.0000000000001,0.75,115.0000000000001,1.395904168125949
116.4000000000001,0.75,116.4000000000001,1.395638861119111
117.8000000000001,0.75,117.8000000000001,1.395373589698117
119.2000000000001,0.75,119.2000000000001,1.395108348573841
120.6000000000002,0.75,120.6000000000002,1.394843131624895
122.0000000000002,0.75,122.0000000000002,1.394577931823345
123.4000000000002,0.75,123.4000000000002,1.394312741152342
124.8000000000002,0.75,124.8000000000002,1.394047550514626
126.2000000000002,0.75,126.2000000000002,1.393782349630557
127.6000000000002,0.75,127.6000000000002,1.39351712692426
129.0000000000002,0.75,129.0000000000002,1.39325186939629
130.4000000000002,0.75,130.4000000000002,1.392986562480795
131.8000000000002,0.75,131.8000000000002,1.392721189885049
133.2000000000002,0.75,133.2000000000002,1.392455733408954
134.6000000000002,0.75,134.6000000000002,1.392190172741562
136.0000000000002,0.75,136.0000000000002,1.391924485231592
137.4000000000002,0.75,137.4000000000002,1.391658645628298
138.8000000000002,0.75,138.8000000000002,1.391392625788848
140.2000000000002,0.75,140.2000000000002,1.39112639434783
141.6000000000002,0.75,141.6000000000002,1.390859916344422
143.0000000000002,0.75,143.0000000000002,1.39059315280236
144.4000000000002,0.75,144.4000000000002,1.390326060258005
145.8000000000002,0.75,145.8000000000002,1.390058590232136
147.2000000000002,0.75,147.2000000000002,1.389790688641837
148.6000000000003,0.75,148.6000000000003,1.3895222951504
150,0.75,150,1.389253342455492
