/out0 X,/out0 YRe,/out0 YReImag,/Vin X,/Vin YRe,/Vin YReImag
246666666.6666665,-0.0001291450885473458,-0.0001359415941178812,246666666.6666665,0.1,0
253333333.3333332,-0.0001259698591219185,-0.0001281636227375313,253333333.3333332,0.1,0
259999999.9999999,-0.0001228501190935224,-0.0001208785910465572,259999999.9999999,0.1,0
266666666.6666665,-0.0001197883998746035,-0.000114046299342586,266666666.6666665,0.1,0
273333333.3333332,-0.0001167863306293819,-0.0001076307280690964,273333333.3333332,0.1,0
279999999.9999999,-0.000113844838771821,-0.0001015995242423293,279999999.9999999,0.1,0
286666666.6666666,-0.0001109643084318696,-9.592355802507805e-05,286666666.6666666,0.1,0
293333333.3333333,-0.0001081447056953091,-9.057653912757694e-05,293333333.3333333,0.1,0
299999999.9999999,-0.0001053856775283602,-8.553468431817018e-05,299999999.9999999,0.1,0
306666666.6666666,-0.0001026866298361314,-8.077642867565807e-05,306666666.6666666,0.1,0
313333333.3333333,-0.0001000467889540971,-7.62821743422523e-05,313333333.3333333,0.1,0
320000000,-9.746524997872064e-05,-7.203407148759295e-05,320000000,0.1,0
326666666.6666667,-9.49410146364517e-05,-6.801582698816675e-05,326666666.6666667,0.1,0
333333333.3333334,-9.247302083824973e-05,-6.421253699918544e-05,333333333.3333334,0.1,0
340000000.0000001,-9.006016562735926e-05,-6.061054015897287e-05,340000000.0000001,0.1,0
346666666.6666667,-8.770132288163612e-05,-5.719728864483315e-05,346666666.6666667,0.1,0
353333333.3333334,-8.53953568575784e-05,-5.396123469824298e-05,353333333.3333334,0.1,0
360000000.0000001,-8.314113244295588e-05,-5.089173058201503e-05,360000000.0000001,0.1,0
366666666.6666668,-8.093752281139769e-05,-4.797894021751813e-05,366666666.6666668,0.1,0
373333333.3333335,-7.878341503331812e-05,-4.521376099792352e-05,373333333.3333335,0.1,0
380000000.0000002,-7.667771408501025e-05,-4.258775448011976e-05,380000000.0000002,0.1,0
386666666.6666669,-7.461934561045529e-05,-4.009308483765793e-05,386666666.6666669,0.1,0
393333333.3333336,-7.26072577165211e-05,-3.772246410697319e-05,393333333.3333336,0.1,0
400000000.0000002,-7.064042202738864e-05,-3.546910339109582e-05,400000000.0000002,0.1,0
406666666.6666669,-6.871783417595373e-05,-3.332666929444094e-05,406666666.6666669,0.1,0
413333333.3333336,-6.683851387397384e-05,-3.128924495872867e-05,413333333.3333336,0.1,0
420000000.0000003,-6.500150467334948e-05,-2.935129515273421e-05,420000000.0000003,0.1,0
426666666.666667,-6.32058735050744e-05,-2.750763493683962e-05,426666666.666667,0.1,0
433333333.3333337,-6.145071006645137e-05,-2.575340148807871e-05,433333333.3333337,0.1,0
440000000.0000004,-5.973512610854912e-05,-2.408402871993324e-05,440000000.0000004,0.1,0
446666666.666667,-5.805825466585473e-05,-2.249522438009278e-05,446666666.666667,0.1,0
453333333.3333337,-5.641924925891478e-05,-2.098294934644741e-05,453333333.3333337,0.1,0
460000000.0000004,-5.481728309380026e-05,-1.954339887735656e-05,460000000.0000004,0.1,0
466666666.6666671,-5.325154827547386e-05,-1.817298560120962e-05,466666666.6666671,0.1,0
473333333.3333338,-5.172125504719808e-05,-1.686832405633601e-05,473333333.3333338,0.1,0
480000000.0000005,-5.02256310649473e-05,-1.562621661514127e-05,480000000.0000005,0.1,0
486666666.6666672,-4.876392071167549e-05,-1.44436406457098e-05,486666666.6666672,0.1,0
493333333.3333338,-4.73353844549473e-05,-1.33177367813336e-05,493333333.3333338,0.1,0
500000000.0000005,-4.593929824901344e-05,-1.224579818382026e-05,500000000.0000005,0.1,0
506666666.6666672,-4.457495298159829e-05,-1.122526069924108e-05,506666666.6666672,0.1,0
513333333.3333339,-4.324165396398902e-05,-1.025369381633805e-05,513333333.3333339,0.1,0
520000000.0000006,-4.193872046272526e-05,-9.328792348036364e-06,520000000.0000006,0.1,0
526666666.6666673,-4.066548527117383e-05,-8.448368765793778e-06,526666666.6666673,0.1,0
533333333.333334,-3.942129431749282e-05,-7.61034612333005e-06,533333333.333334,0.1,0
540000000.0000006,-3.820550630715852e-05,-6.812751514539398e-06,540000000.0000006,0.1,0
546666666.6666672,-3.701749239635519e-05,-6.053710015078037e-06,546666666.6666672,0.1,0
553333333.3333338,-3.585663589410635e-05,-5.331439063649558e-06,553333333.3333338,0.1,0
560000000.0000005,-3.472233198989701e-05,-4.64424324306858e-06,560000000.0000005,0.1,0
566666666.6666671,-3.36139875041202e-05,-3.990509425486891e-06,566666666.6666671,0.1,0
573333333.3333337,-3.253102065912029e-05,-3.368702250110473e-06,573333333.3333337,0.1,0
580000000.0000004,-3.147286086789838e-05,-2.777359904660987e-06,580000000.0000004,0.1,0
586666666.666667,-3.043894853874802e-05,-2.215090185122498e-06,586666666.666667,0.1,0
593333333.3333336,-2.942873489335427e-05,-1.68056681059338e-06,593333333.3333336,0.1,0
600000000.0000002,-2.844168179671425e-05,-1.172525972446123e-06,600000000.0000002,0.1,0
606666666.6666669,-2.747726159701703e-05,-6.897630991577072e-07,606666666.6666669,0.1,0
613333333.3333335,-2.653495697387224e-05,-2.31129819897722e-07,613333333.3333335,0.1,0
620000000.0000001,-2.56142607937557e-05,2.044688885570412e-07,620000000.0000001,0.1,0
626666666.6666667,-2.471467597113442e-05,6.180773852916128e-07,626666666.6666667,0.1,0
633333333.3333334,-2.383571533425322e-05,1.010691891653554e-06,633333333.3333334,0.1,0
640000000,-2.297690149472328e-05,1.383262872337707e-06,640000000,0.1,0
646666666.6666666,-2.213776671997245e-05,1.73669728091037e-06,646666666.6666666,0.1,0
653333333.3333333,-2.131785280783761e-05,2.07186067989228e-06,653333333.3333333,0.1,0
659999999.9999999,-2.051671096272688e-05,2.389579243623564e-06,659999999.9999999,0.1,0
666666666.6666665,-1.973390167277835e-05,2.690641651954697e-06,666666666.6666665,0.1,0
673333333.3333331,-1.896899458764965e-05,2.975800882023008e-06,673333333.3333331,0.1,0
679999999.9999998,-1.822156839642582e-05,3.245775904573845e-06,679999999.9999998,0.1,0
686666666.6666664,-1.749121070557771e-05,3.501253291211153e-06,686666666.6666664,0.1,0
693333333.333333,-1.677751791659019e-05,3.742888737795195e-06,693333333.333333,0.1,0
699999999.9999996,-1.608009510303233e-05,3.971308509545262e-06,699999999.9999996,0.1,0
706666666.6666663,-1.539855588730867e-05,4.187110812253475e-06,706666666.6666663,0.1,0
713333333.3333329,-1.473252231631187e-05,4.390867094356393e-06,713333333.3333329,0.1,0
719999999.9999995,-1.408162473690196e-05,4.58312328353284e-06,719999999.9999995,0.1,0
726666666.6666662,-1.344550167014772e-05,4.764400962047595e-06,726666666.6666662,0.1,0
733333333.3333328,-1.282379968525569e-05,4.935198483947115e-06,733333333.3333328,0.1,0
739999999.9999994,-1.221617327267748e-05,5.09599203769043e-06,739999999.9999994,0.1,0
746666666.666666,-1.162228471660715e-05,5.247236657001834e-06,746666666.666666,0.1,0
753333333.3333327,-1.10418039669226e-05,5.389367182929989e-06,753333333.3333327,0.1,0
759999999.9999993,-1.047440851081121e-05,5.522799179693835e-06,759999999.9999993,0.1,0
766666666.6666659,-9.919783243954584e-06,5.647929806789685e-06,766666666.6666659,0.1,0
773333333.3333325,-9.377620341469116e-06,5.765138649684165e-06,773333333.3333325,0.1,0
779999999.9999992,-8.847619128745891e-06,5.874788511222508e-06,779999999.9999992,0.1,0
786666666.6666658,-8.329485952282093e-06,5.977226165841654e-06,786666666.6666658,0.1,0
793333333.3333324,-7.822934050558953e-06,6.0727830784546e-06,793333333.3333324,0.1,0
799999999.999999,-7.327683425237537e-06,6.161776089778715e-06,799999999.999999,0.1,0
806666666.6666657,-6.843460712544962e-06,6.24450806984503e-06,806666666.6666657,0.1,0
813333333.3333323,-6.369999055241873e-06,6.321268541272127e-06,813333333.3333323,0.1,0
819999999.9999989,-5.907037975030905e-06,6.392334273774585e-06,819999999.9999989,0.1,0
826666666.6666656,-5.45432324573724e-06,6.457969851305763e-06,826666666.6666656,0.1,0
833333333.3333322,-5.011606767182005e-06,6.518428213224669e-06,833333333.3333322,0.1,0
839999999.9999988,-4.57864643997389e-06,6.573951170733529e-06,839999999.9999988,0.1,0
846666666.6666654,-4.155206041164644e-06,6.624769899752047e-06,846666666.6666654,0.1,0
853333333.3333321,-3.741055101183001e-06,6.67110541133778e-06,853333333.3333321,0.1,0
859999999.9999987,-3.335968781635839e-06,6.713169000838529e-06,859999999.9999987,0.1,0
866666666.6666653,-2.939727754530496e-06,6.751162676619575e-06,866666666.6666653,0.1,0
873333333.3333319,-2.55211808271033e-06,6.785279569517713e-06,873333333.3333319,0.1,0
879999999.9999986,-2.172931101689745e-06,6.815704323704653e-06,879999999.9999986,0.1,0
886666666.6666652,-1.801963302874446e-06,6.842613470095583e-06,886666666.6666652,0.1,0
893333333.3333318,-1.439016218343191e-06,6.866175782874265e-06,893333333.3333318,0.1,0
899999999.9999985,-1.083896307091968e-06,6.886552620062862e-06,899999999.9999985,0.1,0
906666666.6666651,-7.364148429261773e-07,6.903898248872324e-06,906666666.6666651,0.1,0
913333333.3333317,-3.963878039516966e-07,6.918360156435592e-06,913333333.3333317,0.1,0
919999999.9999983,-6.363576374031224e-08,6.930079346723362e-06,919999999.9999983,0.1,0
926666666.666665,2.62016215725593e-07,6.939190624193286e-06,926666666.666665,0.1,0
933333333.3333316,5.807386895101253e-07,6.945822864839024e-06,933333333.3333316,0.1,0
939999999.9999982,8.926979332973455e-07,6.950099275124157e-06,939999999.9999982,0.1,0
946666666.6666648,1.198056045310773e-06,6.952137639469373e-06,946666666.6666648,0.1,0
953333333.3333315,1.496971046265117e-06,6.952050556749344e-06,953333333.3333315,0.1,0
959999999.9999981,1.789596977664695e-06,6.94994566630082e-06,959999999.9999981,0.1,0
966666666.6666647,2.076083998248396e-06,6.945925863919453e-06,966666666.6666647,0.1,0
973333333.3333313,2.356578478520227e-06,6.940089508322732e-06,973333333.3333313,0.1,0
979999999.999998,2.631223093599786e-06,6.932530618503188e-06,979999999.999998,0.1,0
986666666.6666646,2.900156914126775e-06,6.923339062319326e-06,986666666.6666646,0.1,0
993333333.3333312,3.163515495391318e-06,6.912600736856203e-06,993333333.3333312,0.1,0
1000000000,3.42143096464938e-06,6.900397740772069e-06,1000000000,0.1,0
